user_id	question	response	sequence_label
189	How was your energy yesterday? How's your focus been?	My energy was really low. I think I just spent most of the day stressing out. And my focus? Nonexistent. I can't concentrate on anything.	anxiety
189	Feeling overwhelmed at all? Any big worries today?	SO overwhelmed. Like, can't breathe overwhelmed. And yeah, worried about everything. Did I lock the door? Will I get fired? Is everyone secretly judging me? You know... the usual.	anxiety
190	Feeling overwhelmed at all? How's your mood been?	Yeah, kinda overwhelmed. My mood's been pretty crap, honestly. Just on edge all the time.	anxiety
190	How was your energy yesterday? What's on your mind lately?	Energy was lowww yesterday. Ugh. I keep thinking about all the things I'm probably messing up at work.	anxiety
190	How was your energy yesterday? How's your focus been?	Yesterday I was so tired. Focus has been non-existent. I just keep getting distracted and then I worry about not getting anything done.	anxiety
190	How have you been sleeping? Feeling overwhelmed at all?	Sleeping? What's that? Haha. Seriously though, it's been awful. And yeah, super overwhelmed. Thinking about everything I have to do and how I'm going to fail.	anxiety
190	What's on your mind lately? How's your mood been?	I can't stop thinking about this presentation I have to give next week. My mood's been awful. Just dreading it.	anxiety
190	How have you been sleeping? Any big worries today?	Sleeping is a disaster. Tossing and turning all night. And yeah, I'm worried about messing up at work. My boss has been acting weird.	anxiety
190	How's your focus been? Any big worries today?	My focus has been terrible. I keep getting distracted. And yeah, I'm super worried about money. Bills are piling up.	anxiety
191	How was your energy yesterday? How's your focus been?	My energy was kinda low. Focus has been crap, honestly. Like, I start something and then just... wander off.	anxiety
191	Feeling overwhelmed at all? Any big worries today?	Ugh, YES. Overwhelmed is my default state, I think. Just worried about work, like always. Meeting a deadline and I'm convinced I'm going to screw it up.	anxiety
191	How was your energy yesterday? What's on your mind lately?	Yesterday was exhausting, even though I didn't do much. I keep thinking about all the stuff I *should* be doing, and how I'm probably disappointing everyone.	anxiety
191	What's on your mind lately? How's your mood been?	Just thinking about everything that could go wrong, all the time. Mood's been pretty bleh. Just blah.	anxiety
191	How have you been sleeping? Feeling overwhelmed at all?	Sleeping? What's that? Tossing and turning, mostly. Yeah, totally overwhelmed.	anxiety
191	How's your focus been? Any big worries today?	Focus? Non-existent. And yeah, big worries. I'm waiting to hear back about something important and I'm already picturing the worst outcome.	anxiety
191	How have you been sleeping? How's your mood been?	Not sleeping well, waking up a lot. And my mood is just...down. Like I'm carrying a weight around.	anxiety
192	How have you been sleeping? How's your focus been?	Sleeping has been rough. I keep waking up in the middle of the night and can't fall back asleep. Focus is shot, like my brain is going a mile a minute.	anxiety
192	Feeling overwhelmed at all? How's your mood been?	Overwhelmed? Definitely. Just thinking about everything I have to do makes me want to hide. My mood is... not great. Irritable, mostly.	anxiety
192	How was your energy yesterday? What's on your mind lately?	Yesterday I was so tired. Couldn't seem to get anything done. I'm just worried about everything all the time, you know? Work, money, relationships... the usual.	anxiety
192	What's on your mind lately? How's your mood been?	Just a constant stream of "what ifs." What if I fail? What if something bad happens to someone I love? My mood's been pretty low. Anxious and just generally blah.	anxiety
192	How was your energy yesterday? How's your focus been?	Energy was nonexistent yesterday. I was dragging myself through the day. Focusing has been impossible. My thoughts are all over the place.	anxiety
192	How have you been sleeping? Any big worries today?	Sleeping has been a struggle. Tossing and turning, replaying things in my head. Today I'm mostly worried about messing up at work.	anxiety
192	Feeling overwhelmed at all? Any big worries today?	Totally overwhelmed. Feels like I'm drowning in responsibilities. And yeah, I'm worried about everything. It feels like something bad is just around the corner.	anxiety
193	Feeling overwhelmed at all? Any big worries today?	Sleeping has been rough. I keep waking up in the middle of the night and can't fall back asleep. Focus is shot, like my brain is going a mile a minute.	anxiety
193	Feeling overwhelmed at all? How's your focus been?	Overwhelmed? Definitely. Just thinking about everything I have to do makes me want to hide. My mood is... not great. Irritable, mostly.	anxiety
193	How have you been sleeping? Any big worries today?	Yesterday I was so tired. Couldn't seem to get anything done. I'm just worried about everything all the time, you know? Work, money, relationships... the usual.	anxiety
193	How was your energy yesterday? How's your focus been?	Just a constant stream of "what ifs." What if I fail? What if something bad happens to someone I love? My mood's been pretty low. Anxious and just generally blah.	anxiety
193	How was your energy yesterday? What's on your mind lately?	Energy was nonexistent yesterday. I was dragging myself through the day. Focusing has been impossible. My thoughts are all over the place.	anxiety
193	What's on your mind lately? How's your mood been?	Sleeping has been a struggle. Tossing and turning, replaying things in my head. Today I'm mostly worried about messing up at work.	anxiety
193	How have you been sleeping? How's your mood been?	Totally overwhelmed. Feels like I'm drowning in responsibilities. And yeah, I'm worried about everything. It feels like something bad is just around the corner.	anxiety
194	What's on your mind lately? How have you been sleeping?	Sleeping has been rough. I keep waking up in the middle of the night and can't fall back asleep. Focus is shot, like my brain is going a mile a minute.	anxiety
194	Feeling overwhelmed at all? How's your focus been?	Overwhelmed? Definitely. Just thinking about everything I have to do makes me want to hide. My mood is... not great. Irritable, mostly.	anxiety
194	How was your energy yesterday? What's on your mind lately?	Yesterday I was so tired. Couldn't seem to get anything done. I'm just worried about everything all the time, you know? Work, money, relationships... the usual.	anxiety
194	How was your energy yesterday? Any big worries today?	Just a constant stream of "what ifs." What if I fail? What if something bad happens to someone I love? My mood's been pretty low. Anxious and just generally blah.	anxiety
194	How's your focus been? How's your mood been?	Energy was nonexistent yesterday. I was dragging myself through the day. Focusing has been impossible. My thoughts are all over the place.	anxiety
194	Any big worries today? How's your mood been?	Sleeping has been a struggle. Tossing and turning, replaying things in my head. Today I'm mostly worried about messing up at work.	anxiety
194	How have you been sleeping? Feeling overwhelmed at all?	Totally overwhelmed. Feels like I'm drowning in responsibilities. And yeah, I'm worried about everything. It feels like something bad is just around the corner.	anxiety
195	What's on your mind lately? How have you been sleeping?	Sleeping has been rough. I keep waking up in the middle of the night and can't fall back asleep. Focus is shot, like my brain is going a mile a minute.	anxiety
195	How have you been sleeping? Feeling overwhelmed at all?	Overwhelmed? Definitely. Just thinking about everything I have to do makes me want to hide. My mood is... not great. Irritable, mostly.	anxiety
195	How was your energy yesterday? Any big worries today?	Yesterday I was so tired. Couldn't seem to get anything done. I'm just worried about everything all the time, you know? Work, money, relationships... the usual.	anxiety
195	Feeling overwhelmed at all? How's your mood been?	Just a constant stream of "what ifs." What if I fail? What if something bad happens to someone I love? My mood's been pretty low. Anxious and just generally blah.	anxiety
195	How was your energy yesterday? What's on your mind lately?	Energy was nonexistent yesterday. I was dragging myself through the day. Focusing has been impossible. My thoughts are all over the place.	anxiety
195	How's your focus been? Any big worries today?	Sleeping has been a struggle. Tossing and turning, replaying things in my head. Today I'm mostly worried about messing up at work.	anxiety
195	How's your focus been? How's your mood been?	Totally overwhelmed. Feels like I'm drowning in responsibilities. And yeah, I'm worried about everything. It feels like something bad is just around the corner.	anxiety
196	How was your energy yesterday? Any big worries today?	Yesterday was rough, pretty low energy. Today? Yeah, I'm worried about everything, like usual. Mostly work stuff, but also just... everything.	anxiety
196	How have you been sleeping? How's your focus been?	Sleep's been awful. I'm either up all night or I wake up every hour. Focus is shot. I can't seem to get anything done, which just makes me more anxious.	anxiety
196	What's on your mind lately? How have you been sleeping?	Ugh, so much. Work, mostly. If I'm doing a good enough job, if I'm going to get fired... you know, the usual. Sleep has been terrible. Toss and turn all night.	anxiety
196	Feeling overwhelmed at all? How's your focus been?	Overwhelmed is an understatement. I feel like I'm drowning. My focus is completely gone. I can't even read a book without my mind wandering.	anxiety
196	How was your energy yesterday? What's on your mind lately?	Low. So, so low. Just dragging myself through the day. My mind's been racing with worst-case scenarios. Work, money, health... you name it, I'm probably worrying about it.	anxiety
196	Feeling overwhelmed at all? How's your mood been?	Definitely overwhelmed. I've been snapping at people, and then feeling guilty about it. My mood's been pretty bad, mostly just stressed and irritable.	anxiety
196	Any big worries today? How's your mood been?	Oh god, yeah, tons. Work, family, money... the list goes on. My mood has been all over the place. Mostly just down and anxious, though.	anxiety
197	How was your energy yesterday? Any big worries today?	Yesterday was okay, I guess. Today I'm mostly just worried about work. Like, did I do everything right on that report? What if my boss hates it?	anxiety
197	Feeling overwhelmed at all? Any big worries today?	Yeah, pretty overwhelmed. I have a presentation coming up and I'm terrified of public speaking, so that's been on my mind.	anxiety
197	Feeling overwhelmed at all? How's your mood been?	Definitely overwhelmed. My mood has been all over the place, mostly just anxious and irritable.	anxiety
197	What's on your mind lately? How have you been sleeping?	Ugh, everything is on my mind. Mostly just stressing about finances and whether I'm doing enough with my life. Sleep has been awful. I keep waking up in the middle of the night thinking about all of it.	anxiety
197	How's your focus been? How's your mood been?	My focus is terrible. I can't seem to concentrate on anything. My mood has been pretty bad, mostly just anxious and kind of down.	anxiety
197	How was your energy yesterday? What's on your mind lately?	Yesterday was exhausting, even though I didn't do much. I'm mostly just worried about letting people down.	anxiety
197	How have you been sleeping? How's your focus been?	Sleeping terribly. Tossing and turning all night. Focus is nonexistent. It's like my brain is moving a mile a minute but I can't actually concentrate on anything.	anxiety
198	How was your energy yesterday? What's on your mind lately?	Ugh, yesterday I was just exhausted, but also kinda restless? I keep thinking about work stuff, like if I'm doing a good job and if my boss is mad at me. Also, I have a doctor's appointment coming up and I'm convinced they're going to find something horrible.	anxiety
198	How have you been sleeping? Any big worries today?	Sleeping has been awful. I wake up like every hour. Today I'm mostly worried about that presentation I have to give. I'm terrified I'll mess it up and everyone will think I'm an idiot.	anxiety
198	How was your energy yesterday? Any big worries today?	Yesterday I felt pretty drained. And honestly, today I'm really worried about money. Bills are piling up and I don't know how I'm going to manage it all.	anxiety
198	How's your focus been? How's your mood been?	My focus has been non-existent. I can't seem to concentrate on anything. My mood has been pretty bad too, just kinda on edge and irritable.	anxiety
198	Feeling overwhelmed at all? How's your focus been?	Yes, totally overwhelmed! Work, home, everything! My focus is shot. I start one thing and then immediately jump to another. I can't finish anything.	anxiety
198	What's on your mind lately? How have you been sleeping?	I'm thinking a lot about my relationship. Like, is it going to last? Am I good enough? I haven't been sleeping well. I keep waking up in the middle of the night and can't go back to sleep.	anxiety
198	Feeling overwhelmed at all? How's your mood been?	Absolutely overwhelmed! I feel like I'm drowning in to-do lists. My mood is pretty low. I've been snapping at people, which makes me feel even worse.	anxiety
199	Feeling overwhelmed at all? How's your focus been?	Yeah, kinda. I keep starting things and not finishing them. Like a million tabs open in my brain, you know?	anxiety
199	Feeling overwhelmed at all? Any big worries today?	Overwhelmed is my default setting, haha. And yeah, I'm stressing about whether I'm doing enough at work. Feels like I'm always behind.	anxiety
199	How was your energy yesterday? What's on your mind lately?	Ugh, energy was so low. I just couldn't get motivated to do anything. Lately, I've been thinking about all the things that could go wrong in the future... like big things.	anxiety
199	How was your energy yesterday? Any big worries today?	Tired, even after sleeping. I'm just really worried about messing something up and disappointing everyone.	anxiety
199	What's on your mind lately? How have you been sleeping?	Just a constant loop of "what ifs" and replaying past conversations in my head. Sleep has been awful. I wake up like every hour.	anxiety
199	How's your focus been? How's your mood been?	Focus is non-existent. It's like my brain is allergic to concentration. My mood's been pretty blah too, bordering on just sad.	anxiety
199	How have you been sleeping? How's your mood been?	Not great on either front. I toss and turn all night, and when I do sleep, I have weird dreams. My mood is... fragile, I guess?	anxiety
200	What's on your mind lately? How have you been sleeping?	My mind's been racing a lot, mostly about work stuff and if I'm doing enough. Sleep's been pretty bad, tossing and turning for hours, then waking up super early.	anxiety
200	Feeling overwhelmed at all? How's your mood been?	Overwhelmed is an understatement. Just thinking about everything I have to do makes my chest tight. My mood's been pretty low, mostly just anxious and irritable.	anxiety
200	How have you been sleeping? How's your mood been?	Ugh, sleeping has been rough. I keep waking up in the middle of the night thinking about all the things I need to do. My mood? Stressed. Just stressed.	anxiety
200	How was your energy yesterday? What's on your mind lately?	Yesterday I was so tired, like I couldn't get myself moving. Lately, I've been obsessing about this presentation I have to give next week. I'm terrified of messing it up.	anxiety
200	How's your focus been? Any big worries today?	My focus is shot. I can't seem to concentrate on anything for more than a few minutes. And yeah, I'm worried about whether I locked the front door, even though I'm pretty sure I did.	anxiety
200	Feeling overwhelmed at all? How's your focus been?	Absolutely overwhelmed. There's just so much on my plate. My focus is non-existent. I keep getting distracted and can't seem to finish anything.	anxiety
200	How was your energy yesterday? Any big worries today?	Yesterday my energy was totally flat. I just wanted to stay in bed. And yeah, I'm super worried about an upcoming doctor's appointment. I'm convinced they're going to find something bad.	anxiety
201	Any big worries today? How's your mood been?	Ugh, yeah, tons of stuff. Work is crazy, and I'm worried about my mom. My mood is kinda all over the place – mostly stressed, I guess.	anxiety
201	Feeling overwhelmed at all? How's your focus been?	Overwhelmed is an understatement. I can't seem to concentrate on anything for more than like, five minutes. My brain is just a jumble.	anxiety
201	How was your energy yesterday? How have you been sleeping?	My energy was awful. I was dragging all day. I slept okay-ish, but I woke up like a million times thinking about stuff.	anxiety
201	How was your energy yesterday? What's on your mind lately?	Drained. Absolutely drained. I can't stop thinking about all the things I need to do and how I'm probably going to mess them all up.	anxiety
201	Feeling overwhelmed at all? Any big worries today?	Definitely overwhelmed. I'm stressing about a presentation I have next week, and what if I totally bomb?	anxiety
201	How's your focus been? How's your mood been?	My focus is shot. I can't concentrate on anything. And my mood is pretty low, I'm just feeling anxious and irritable.	anxiety
201	What's on your mind lately? How have you been sleeping?	Just a lot of work stress, mostly. And I can't seem to turn my brain off when I go to bed. I toss and turn for hours.	anxiety
202	Any big worries today? How's your mood been?	Ugh, yeah. I have this presentation coming up and I'm terrified I'm gonna freeze. My mood's been pretty tense, like waiting for something bad to happen.	anxiety
202	Feeling overwhelmed at all? How's your mood been?	Definitely overwhelmed. Work's crazy and I feel like I'm constantly forgetting something important. Mood's been pretty low, honestly.	anxiety
202	How's your focus been? Any big worries today?	My focus is terrible. I keep getting distracted and can't seem to concentrate. And yeah, worried about whether I'm doing enough at work, if that makes sense.	anxiety
202	How was your energy yesterday? What's on your mind lately?	Yesterday I was exhausted, even though I didn't do much. Lately I've been thinking about all the things that could go wrong. Like, what if I lose my job?	anxiety
202	What's on your mind lately? How have you been sleeping?	I can't stop thinking about all the things I need to do, and whether I'm actually capable of doing them well. My sleep's been awful. I keep waking up in the middle of the night.	anxiety
202	Feeling overwhelmed at all? How's your focus been?	So overwhelmed. I feel like I'm drowning in to-dos. And my focus is shot. I can't seem to get anything done.	anxiety
202	How was your energy yesterday? How have you been sleeping?	My energy was super low yesterday. I just wanted to stay in bed all day. And I haven't been sleeping well. Tossing and turning, you know?	anxiety
203	How's your focus been? How's your mood been?	My focus is shot, like I can't concentrate on anything for more than a few minutes. Mood's been pretty bad, just generally on edge.	anxiety
203	How's your focus been? Any big worries today?	Focus is still a mess. And yeah, I'm worried about messing up a presentation at work. It's making me feel sick.	anxiety
203	Feeling overwhelmed at all? How's your mood been?	Totally overwhelmed. My mood is just...bleh.	anxiety
203	How was your energy yesterday? How have you been sleeping?	Energy was non-existent. I was exhausted all day. Sleep has been awful, tossing and turning and waking up a million times.	anxiety
203	Feeling overwhelmed at all? Any big worries today?	Yup, super overwhelmed. Worried about money, like always.	anxiety
203	What's on your mind lately? How have you been sleeping?	I can't stop thinking about all the things that could go wrong, like big things and small things. Sleep's been terrible.	anxiety
203	How was your energy yesterday? What's on your mind lately?	Yesterday was rough, I was drained. I keep thinking about all the things I need to do and feeling like I'll never get them done.	anxiety
204	How have you been sleeping? Feeling overwhelmed at all?	Sleeping has been rough. I keep waking up in the middle of the night, and yeah, overwhelmed is an understatement.	anxiety
204	How was your energy yesterday? What's on your mind lately?	Energy was pretty low. I keep thinking about work... like, am I doing enough? And all the stuff I need to get done this week is stressing me out.	anxiety
204	Any big worries today? How's your mood been?	Ugh, yeah, a ton. Mostly about messing something up at work, or what if something happens to my family? My mood is definitely not great.	anxiety
204	What's on your mind lately? Feeling overwhelmed at all?	Just... everything? Deadlines at work, bills, my relationship... It all feels like too much, honestly. I feel super overwhelmed.	anxiety
204	How's your focus been? How's your mood been?	My focus is shot. I can't seem to concentrate on anything for more than like five minutes. My mood is pretty blah, I guess. Just anxious and restless.	anxiety
204	How was your energy yesterday? How have you been sleeping?	My energy was okay, I guess. I got through the day. Sleep was terrible, though. I was tossing and turning all night.	anxiety
204	How's your focus been? Any big worries today?	My focus is all over the place. I keep getting distracted. And yeah, I'm super worried about money right now.	anxiety
205	What's on your mind lately? Feeling overwhelmed at all?	Everything, honestly. Work is insane, and I feel like I'm always behind. And then I start thinking about if I'm even good enough at my job, and what if they fire me? Yeah, overwhelmed is an understatement.	anxiety
205	Feeling overwhelmed at all? Any big worries today?	Definitely worried. My mom's been having some health issues, and I'm just constantly thinking about it. What if it's serious? What if...? Ugh, I hate this.	anxiety
205	How was your energy yesterday? What's on your mind lately?	Yesterday was rough. I was exhausted, but wired at the same time, if that makes sense? Mostly I've been thinking about all the things I *haven't* done, which just makes me feel worse.	anxiety
205	Any big worries today? How's your mood been?	Yeah, I'm stressing about this presentation I have to give next week. I'm so afraid I'll mess it up and look like an idiot. My mood's been pretty low, just kinda blah.	anxiety
205	How's your focus been? How's your mood been?	Focus has been terrible. My mind keeps racing, and I can't seem to concentrate on anything. My mood is not great. I'm just irritable and anxious.	anxiety
205	How have you been sleeping? How's your focus been?	Sleep? What's that? I've been waking up in the middle of the night, my mind just going a mile a minute. And then during the day, I can't concentrate at all. It's a mess.	anxiety
205	How was your energy yesterday? How have you been sleeping?	My energy was low. Really low. I just wanted to stay in bed all day. And sleep has been pretty bad, I keep waking up and can't fall back asleep.	anxiety
206	How was your energy yesterday? How have you been sleeping?	My energy was pretty low, honestly. I was just kinda dragging myself through the day. And sleep? What's that? I keep waking up in the middle of the night, thinking about a million things.	anxiety
206	Any big worries today? How's your mood been?	Ugh, yeah. I have this presentation at work next week and I'm already picturing it going horribly wrong. Mood's been...tense, I guess? Just waiting for something bad to happen.	anxiety
206	Feeling overwhelmed at all? How's your mood been?	Overwhelmed is an understatement! I feel like I'm drowning in tasks and responsibilities. Like, I can't even think straight. My mood's been pretty crap, if I'm honest. Just anxious and irritable.	anxiety
206	How was your energy yesterday? What's on your mind lately?	My energy was okay in the morning but crashed hard in the afternoon. I can't stop thinking about whether I'm making the right decisions about, well, everything. Am I messing up my life?	anxiety
206	How's your focus been? Any big worries today?	My focus has been terrible! I keep getting distracted and can't seem to concentrate on anything for more than a few minutes. And yeah, I'm worried about my mom. She's been having some health issues and I keep imagining the worst.	anxiety
206	How have you been sleeping? How's your focus been?	Sleeping is a nightmare. I toss and turn for hours, and when I do finally fall asleep, it's restless. Focus? Non-existent. My brain feels like a scrambled egg.	anxiety
206	What's on your mind lately? Feeling overwhelmed at all?	So many things! Mostly work stuff, and whether I'm good enough at my job. Definitely feeling overwhelmed, like I'm not able to keep up with anything. I just want to hide.	anxiety
207	What's on your mind lately? Feeling overwhelmed at all?	Ugh, a lot. Just...work stuff, mostly. And bills. Yeah, definitely feeling overwhelmed. Like I'm forgetting something important all the time.	anxiety
207	How was your energy yesterday? How have you been sleeping?	Energy was kinda low, I think. I slept okay-ish? Woke up a bunch though, thinking about...stuff.	anxiety
207	Any big worries today? How's your mood been?	Work, mostly. And what if I mess something up? Pretty bad, honestly. Just...blah.	anxiety
207	How's your focus been? How's your mood been?	Terrible. Can't seem to concentrate on anything for more than like, five minutes. Anxious.	anxiety
207	Feeling overwhelmed at all? How's your focus been?	YES. So overwhelmed. Can't focus at all. Just jumping from one thing to the next.	anxiety
207	How was your energy yesterday? What's on your mind lately?	Low, really low. I think about everything all the time, mostly what could go wrong.	anxiety
207	How have you been sleeping? Any big worries today?	Not great. Keep waking up in the middle of the night. And yeah, worried about everything I have to do and if I'll get it all done.	anxiety
208	How was your energy yesterday? What's on your mind lately?	Ugh, my energy was so low. I think it's just... everything? Work is crazy, and I'm worried about my mom, and I can't stop thinking about whether I locked the front door this morning.	anxiety
208	What's on your mind lately? Feeling overwhelmed at all?	Just a lot. Work, mostly. And whether I'm doing enough. Or if I'm going to mess something up. Definitely feeling overwhelmed. Like I'm juggling way too many things and I'm about to drop them all.	anxiety
208	How's your focus been? How's your mood been?	Focus? Nonexistent. I keep jumping from one thing to another and not finishing anything. My mood has been pretty bad, honestly. Just on edge all the time.	anxiety
208	How was your energy yesterday? How have you been sleeping?	Yesterday was exhausting. I barely got off the couch. And sleep? What's that? I toss and turn for hours, and then I'm awake at 3 am, thinking about everything I have to do.	anxiety
208	Feeling overwhelmed at all? How's your mood been?	Oh yeah, overwhelmed doesn't even begin to cover it. Like I'm drowning. And my mood is just...bleh. Irritable and just generally down.	anxiety
208	How's your focus been? Any big worries today?	My focus is terrible. I can't seem to concentrate on anything for more than a few minutes. And big worries? Always. Today it's mostly about that presentation I have to give. What if I completely bomb?	anxiety
208	How have you been sleeping? Any big worries today?	Sleeping? Not well. I keep waking up in the middle of the night, and then it's hard to fall back asleep. And yeah, I'm pretty worried about getting everything done at work this week. I feel like I'm already behind.	anxiety
209	What's on your mind lately? Feeling overwhelmed at all?	Ugh, just everything. Work, mostly. Trying to keep up, ya know? Definitely feeling like I'm drowning a little.	anxiety
209	How was your energy yesterday? What's on your mind lately?	Tired, honestly. Just tired. And yeah, I'm already dreading that presentation on Friday. It's been consuming my thoughts.	anxiety
209	How's your focus been? Any big worries today?	Terrible. Just bouncing around, can't seem to stick to anything. And yeah, my mom's been having some health issues, which is making me a nervous wreck.	anxiety
209	Any big worries today? How's your mood been?	Ugh, just the usual. Bills, work, whether I'm doing enough. My mood's been pretty low, I think. Kinda blah.	anxiety
209	Feeling overwhelmed at all? How's your focus been?	Overwhelmed is an understatement! My head is spinning, and I can't concentrate on anything for more than like, five minutes.	anxiety
209	How was your energy yesterday? How have you been sleeping?	Low. Super low. And not great. I keep waking up in the middle of the night thinking about things.	anxiety
209	How have you been sleeping? How's your mood been?	Not great. I toss and turn a lot. And my mood is...bleh. Just anxious and kinda sad, I guess.	anxiety
210	What's on your mind lately? Feeling overwhelmed at all?	Everything, I guess? Work is crazy busy, and I'm worried about missing deadlines. Also, my mom's been having some health issues, and I can't stop thinking about that. Yeah, definitely overwhelmed.	anxiety
210	Feeling overwhelmed at all? Any big worries today?	Definitely overwhelmed. I keep thinking about all the things I need to do, and I'm worried I'll forget something important. Also, I have this presentation coming up and I'm terrified of messing it up.	anxiety
210	How have you been sleeping? How's your mood been?	Sleeping has been rough. I keep waking up in the middle of the night thinking about everything. My mood's been pretty low, I guess. Mostly just anxious.	anxiety
210	How's your focus been? Any big worries today?	My focus is shot. I keep getting distracted. I'm really worried about my partner's job security, and I can't seem to stop thinking about worst-case scenarios.	anxiety
210	How was your energy yesterday? What's on your mind lately?	My energy was pretty low. I spent most of the day feeling on edge. I can't seem to stop worrying about whether I'm doing enough, both at work and in my personal life. I feel like I'm failing.	anxiety
210	How was your energy yesterday? How have you been sleeping?	Yesterday I was exhausted. Didn't sleep well *again*. Kept waking up thinking about all the bills and whether we'll be able to afford everything.	anxiety
210	How's your focus been? How's your mood been?	My focus has been terrible, I can't seem to concentrate on anything. My mood is pretty bad too, just really irritable and anxious.	anxiety
211	What's on your mind lately? How's your focus been?	My mind is just racing a million miles an hour. I can't seem to concentrate on anything for more than a few minutes before I start thinking about something else, usually something bad that *could* happen.	anxiety
211	How was your energy yesterday? How have you been sleeping?	Ugh, yesterday I was exhausted, but then I couldn't fall asleep until like 3am. My sleep has been awful lately. I keep waking up in the middle of the night thinking about all the things I have to do.	anxiety
211	Feeling overwhelmed at all? Any big worries today?	Yes! Overwhelmed is an understatement. I'm super worried about a presentation I have to give next week. What if I mess it up? What if people think I'm stupid?	anxiety
211	Any big worries today? How's your mood been?	Yeah, pretty worried about work. Deadlines are looming. My mood's been pretty down, to be honest. Just feel kinda on edge all the time.	anxiety
211	How have you been sleeping? Feeling overwhelmed at all?	Not great. I've been waking up a lot, and then I can't go back to sleep. And yeah, definitely feeling overwhelmed. I've got so much to do, and I feel like I'm failing at everything.	anxiety
211	How was your energy yesterday? What's on your mind lately?	Low. I was pretty drained yesterday. And honestly, a lot is on my mind. Just the usual - work, family, finances... all the what-ifs.	anxiety
211	How's your focus been? How's your mood been?	Terrible. Scattered. I can't seem to keep my train of thought. And my mood has been all over the place. Irritable, mostly.	anxiety
212	How was your energy yesterday? What's on your mind lately?	My energy was pretty low, honestly. I keep thinking about all the things I need to get done, and I'm worried I'm going to forget something important.	anxiety
212	What's on your mind lately? How's your focus been?	I can't seem to stop thinking about this presentation I have to give next week. My focus has been terrible. I keep getting distracted and then I feel even *more* behind.	anxiety
212	Any big worries today? How's your mood been?	Ugh, I'm so worried about work. There's a potential layoff happening and I'm terrified. My mood has been really down because of it.	anxiety
212	Feeling overwhelmed at all? How's your mood been?	Definitely overwhelmed. I feel like I'm drowning in responsibilities. My mood is just...blah. Anxious and blah.	anxiety
212	How was your energy yesterday? How have you been sleeping?	Yesterday I felt drained. I tossed and turned most of the night, thinking about worst-case scenarios.	anxiety
212	How's your focus been? Any big worries today?	My focus is shot. I keep zoning out. And yeah, I'm really worried about whether I'm doing enough, if I'm good enough.	anxiety
212	How have you been sleeping? Feeling overwhelmed at all?	Not great. I keep waking up in the middle of the night, my mind racing. And yeah, I'm feeling super overwhelmed. Everything feels like too much.	anxiety
213	How have you been sleeping? How's your focus been?	Sleeping has been rough. I keep waking up in the middle of the night, thinking about everything I have to do. My focus is shot. I can't seem to concentrate on anything for more than a few minutes.	anxiety
213	Feeling overwhelmed at all? Any big worries today?	Definitely overwhelmed. I have this presentation coming up and I'm terrified I'm going to mess it up.	anxiety
213	Any big worries today? How's your mood been?	Yeah, I'm really worried about my job. There have been rumors of layoffs. My mood has been pretty low, I guess.	anxiety
213	Feeling overwhelmed at all? How's your mood been?	So overwhelmed! I feel like I'm drowning in to-dos. My mood has been all over the place, mostly anxious and irritable.	anxiety
213	How was your energy yesterday? How have you been sleeping?	My energy was pretty low yesterday. I mostly just stayed in bed. My sleep has been awful. Tossing and turning all night.	anxiety
213	How was your energy yesterday? What's on your mind lately?	Yesterday I was exhausted all day. Ugh, what ISN'T on my mind lately? Work, money, my family... it just never stops.	anxiety
213	What's on your mind lately? How's your focus been?	I can't stop thinking about all the things that could go wrong. I'm just waiting for the other shoe to drop. My focus is terrible. I keep getting distracted by my worries.	anxiety
214	How was your energy yesterday? How have you been sleeping?	Yesterday was rough. I was pretty tired, but then I couldn't fall asleep until super late because my brain wouldn't shut off. I think I got maybe 5 hours?	anxiety
214	How have you been sleeping? Any big worries today?	Not great, tossing and turning. I keep thinking about work and what if I mess something up. I have a presentation later and I'm terrified.	anxiety
214	Any big worries today? How's your mood been?	Definitely the presentation at work. My mood's been all over the place, mostly just anxious and irritable.	anxiety
214	Feeling overwhelmed at all? How's your mood been?	OMG yes. So much to do, not enough time. I'm just so stressed. My mood is awful, like I'm constantly on edge.	anxiety
214	How was your energy yesterday? What's on your mind lately?	Low. I felt drained all day. I keep thinking about all the things I need to get done and how I'm probably failing at everything.	anxiety
214	Feeling overwhelmed at all? How's your focus been?	Yep, super overwhelmed. I can't seem to concentrate on anything for more than a few minutes. My mind is just racing.	anxiety
214	What's on your mind lately? How's your focus been?	Just a ton of what-ifs. What if I lose my job? What if I get sick? I can't seem to concentrate, I keep getting distracted.	anxiety
215	Feeling overwhelmed at all? Any big worries today?	Yeah, a little. Just a lot of stuff at work, and I keep thinking about whether I'm doing a good job. Like, what if they're just waiting to fire me?	anxiety
215	How was your energy yesterday? How have you been sleeping?	Ugh, yesterday I was so tired. I think I slept okay, maybe? I woke up a lot, just tossing and turning. Probably thinking about everything.	anxiety
215	How was your energy yesterday? What's on your mind lately?	Tired. Always tired lately. Mostly I'm just worried about money, and if I'm going to be able to afford everything. It's just constantly there.	anxiety
215	Feeling overwhelmed at all? How's your mood been?	Yeah, pretty overwhelmed. My mood has been...not great. Kinda down and also on edge, if that makes sense?	anxiety
215	What's on your mind lately? How's your focus been?	Mostly just worrying about the future. And focusing has been impossible. I keep getting distracted, and then I feel even worse because I'm not getting anything done.	anxiety
